entity_id,name,sanction_program
33173,"BUTKEVICH, IHAR YAUHENAVICH",BELARUS-EO14038
33174,"PODLINEU, RAMAN LEANIDAVICH",BELARUS-EO14038
33175,"PECHAN, IHAR MIKALAEVICH",BELARUS-EO14038
33176,"NOVIKAU, SIARHEI IHNATAVICH",BELARUS-EO14038
33177,"MOLOSTOV, KONSTANTIN GENNADIEVICH",BELARUS-EO14038
33178,"GUTNIK, IGOR NIKOLAEVICH",BELARUS-EO14038
33191,"ZHIVLYUK, ALEKSANDR PAVLOVICH",BELARUS-EO14038
33192,"MAKAREVICH, ANDREI IOSIFOVICH",BELARUS-EO14038
33193,"VASHKEVICH, VLADIMIR VLADIMIROVICH",BELARUS-EO14038
33194,"ALYOKSA, ALEKSANDR IVANOVICH",BELARUS-EO14038
33211,"KORZYUK, DMITRIY MIKHAYLOVICH",BELARUS-EO14038
33231,"AL BANAI, ALI REDA HASSAN",SDGT
33232,"LARI, 'ALI RIDHA QASABI",SDGT
33233,"AL-BANAI, ABD AL-MUAYYID",SDGT
33234,"SHAMS, 'ABD AL-RAHMAN 'ABD AL-NABI",SDGT
33251,"YAZDANPARAST, OMID",SDGT
33252,"DAMIRCHILU, SAMANEH",SDGT
33253,"DAMIRCHILU, MOHAMMAD ALI",SDGT
33254,"PURIYA, MOSTAFA",SDGT] [IFSR
33255,"ASADOLLAH, HOSSEIN",SDGT] [IFSR
33256,"KAZEMI, MOHAMMAD REZA",SDGT] [IFSR
33258,"HASHEMI, SEYED MORTEZA MINAYE",SDGT] [IFSR
33259,"YAN, SU XUAN",SDGT
33274,"SONG, JING",SDGT
33276,"AL-'ABD-AL-MUHSIN, YAHYA MUHAMMAD",SDGT
33279,"AL-USTADZ, MAJDI FA'IZ",SDGT
33281,"AL-BANAI, SULAIMAN",SDGT
33284,"MUSLIHAN, NURETTIN",SDGT
33285,"GURLEYEN, SONER",SDGT
33286,"GUZEL, CEBRAIL",SDGT
33288,"SALIM, MAJDI MUHAMMAD MUHAMMAD",SDGT
33289,"AL-GHAZLANI, MUHAMMAD NASR AL-DIN",SDGT
33291,"HADWAN, HASIB MUHAMMAD",SDGT
33292,"AL-SHA'IR, ALI",SDGT
33331,"FARRARA LASHTAR, MOHAMED MOHAMED",NICARAGUA
33332,"ISMAIL, TALIB HUSAYN ALI JARAK",SDGT
33333,"AL-SHATTI, JAMAL HUSAYN 'ABD 'ALI 'ABD-AL-RAHIM",SDGT
33351,"CERNA JUAREZ, REINALDO GREGORIO LENIN",NICARAGUA
33401,"MARSHALOV, IGOR ANATOLIEVICH",BELARUS-EO14038
33402,"SELITSKIY, VICTOR FRANTSEVICH",BELARUS-EO14038
33403,"FRANSKEVICH, VIKTOR IVANOVICH",BELARUS-EO14038
33404,"DUNKO, ARTEM KONSTANTINOVICH",BELARUS-EO14038
33452,"HERNANDEZ SALAS, OFELIA",TCO
33453,"SAUCEDO HUIPIO, RAUL",TCO
33492,"ZELEDON ROCHA, SADRACH",NICARAGUA
33493,"SARMADI, MOSTAFA",ELECTION-EO13848
33494,"NODEH, HOSEIN AKBARI",ELECTION-EO13848
33495,"KAZEMI, SEYYED MOHAMMAD HOSEIN MUSA",ELECTION-EO13848
33496,"KASHIAN, SAJJAD",ELECTION-EO13848
33497,"TOGHROLJERDI, SEYYED MEHDI HASHEMI",ELECTION-EO13848
33498,"SAYYED, JAMIL",LEBANON
33500,"AL-ARAB, JIHAD",LEBANON
33513,"BASKAU, DZMITRIY YURIEVICH",BELARUS-EO14038
33534,"W KIDAN, HAGOS GHEBREHIWET",ETHIOPIA-EO14046
33535,"NEMARIAM, ABRAHA KASSA",ETHIOPIA-EO14046
33574,"AGHAJANI, SAEED",SDGT] [IRGC] [IFSR
33593,"ZARGAR TEHRANI, MOHAMMAD EBRAHIM",SDGT] [IFSR
33595,"ABOUTALEBI, YOUSEF",NPWMD] [IFSR
33596,"MEHRABI, ABDOLLAH",NPWMD] [IRGC] [IFSR
33613,"CENTENO RIVERA, LEONIDAS NICOLAS",NICARAGUA
33614,"VALENZUELA BLANDON, FRANCISCO RAMON",NICARAGUA
33616,"CHAVARRIA MONTENEGRO, JOSE ADRIAN",NICARAGUA
33619,"LOPEZ GUTIERREZ, RODOLFO FRANCISCO",NICARAGUA
33620,"CASTANEDA MENDEZ, JOSE ANTONIO",NICARAGUA
33674,"ZHUO, XINRONG",GLOMAG
33770,"LI, ZHENYU",GLOMAG
33853,"MANSELL CASTRILLO, SALVADOR",NICARAGUA
33858,"POLYANIN, YEVGENIY IGOREVICH",CYBER2
33859,"VASINSKYI, YAROSLAV",CYBER2
33866,"VESELINOVIC, ZVONKO",GLOMAG
33871,"RADISAVLJEVIC, MILJOJKO",GLOMAG
33872,"RADIC, RADOVAN",GLOMAG
33873,"RADISAVLJEVIC, MILJAN",GLOMAG
33874,"STEVIC, RADULE",GLOMAG
33875,"NEDELJKOVIC, SINISA",GLOMAG
33913,"CHAU, PHIRUN",GLOMAG
33914,"TEA, VINH",GLOMAG
33920,"RADOJCIC, MILAN RAJKO",GLOMAG
33921,"VESELINOVIC, ZHARKO JOVAN",GLOMAG
33922,"BOJIC, ANDRIJA ZHELJKO",GLOMAG
33923,"BOJIC, ZELJKO",GLOMAG
33936,"RI, YONG GIL",DPRK2
33941,"GHAFARI, SANAULLAH",SDGT
33943,"AZAM, SULTAN AZIZ",SDGT
33944,"RAJAB, MAULAWI",SDGT
33945,"MARTINEZ OLIVET, MANUEL VICTOR",GLOMAG
33946,"KANDIHO, ABEL",GLOMAG
33950,"LUNA MEZA, OSIRIS",GLOMAG
33952,"AHMED, BENAZIR",GLOMAG
33953,"AL-MAMUN, CHOWDHURY ABDULLAH",GLOMAG
33954,"KHAN, MOHAMMAD ANWAR LATIF",GLOMAG
33955,"SORWAR, TOFAYEL MUSTAFA",GLOMAG
33958,"KHALOZAI, ISMATULLAH",SDGT
33959,"MARROQUIN CHICA, CARLOS AMILCAR",GLOMAG
33960,"MEZA OLIVARES, ALMA YANIRA",GLOMAG
33973,"WIN, MYO SWE",BURMA-EO14014
33982,"VELASQUEZ SALDARRIAGA, HERNAN DARIO",SDGT
33984,"VERA FERNANDEZ, NESTOR GREGORIO",SDGT
33985,"ESPANA CAICEDO, EUCLIDES",SDGT
34000,"MALDONADO LOPEZ, FATIMA DEL ROCIO",TCO
34016,"OO, SAW MYINT",BURMA-EO14014
34017,"KO, MAUNG",BURMA-EO14014
34018,"NAN, KHAT HTEIN",BURMA-EO14014
34021,"SOIN, DMITRIY YUREVICH",DPRK3
34024,"LU, HEZHENG",DPRK3
34066,"MUKONDA MAYANDU, ALAIN",GLOMAG
34067,"FRAGOSO DO NASCIMENTO, LEOPOLDINO",GLOMAG
34076,"AZAD, KHAN MOHAMMAD",GLOMAG
34077,"ALAM, MOHAMMAD JAHANGIR",GLOMAG
34079,"ZAKIR, SHOHRAT",GLOMAG
34083,"VASEGHI, LEILA",IRAN-HR
34084,"HEMMATIAN, ALI",IRGC] [IRAN-HR
34085,"SAFDARI, MASOUD",IRGC] [IRAN-HR
34097,"KHALIL, QAHTAN",PAARSSR-EO13894
34098,"AL-HASSAN, KAMAL",PAARSSR-EO13894
34102,"EBRAHIMI, MOHSEN",IRAN-HR
34104,"KARAMI, HASSAN",IRAN-HR
34105,"SALAMEH, ADEEB NAMER",PAARSSR-EO13894
34106,"AZAMI, SEYED REZA MOUSAVI",IRAN-HR
34107,"KHADOUR, TAWFIQ MUHAMMAD",PAARSSR-EO13894
34108,"AL-HASOURI, MUHAMMAD YOUSEF",PAARSSR-EO13894
34109,"PULIDO ORTIZ, BAYARDO DE JESUS",NICARAGUA
34110,"RODRIGUEZ RUIZ, BAYARDO RAMON",NICARAGUA
34111,"BARAHONA CASTRO, ROSA ADELINA",NICARAGUA
34119,"TUNIYAZ, ERKEN",GLOMAG
34120,"BHORE, MOHAMMED SHAHEED RUKNOODDIN",IRAN-EO13846
34121,"DELGADO CASTELLON, CELINA",NICARAGUA
34122,"GAO, JINGFENG",IRAN-EO13846
34123,"DIAZ FLORES, NAHIMA JANETT",NICARAGUA
34137,"GIOVETTY, LUISA DE FATIMA",GLOMAG
34139,"VIEIRA DIAS, MANUEL HELDER",GLOMAG
34140,"KHODADADI, SOGHRA",CAATSA - IRAN
34141,"KARAMI, MOHAMMAD",CAATSA - IRAN
34177,"VULOVIC, SRDJAN MILIVOJE",GLOMAG
34180,"ROSIC, MARKO",GLOMAG
34181,"MIHAJLOVIC, MILAN",GLOMAG
34196,"CALDERON VINDELL, RAMON HUMBERTO",NICARAGUA
34236,"SANCHEZ FARFAN, WILDER EMILIO",ILLICIT-DRUGS-EO14059
34276,"AL-MAGHRABI, HAYTHAM AHMAD SHUKRI AHMAD",SDGT
34277,"AWADD, MOHAMED SHERIF MOHAMED MOHAMED",SDGT
34278,"AL-KHATIB, AHMAD",SDGT
34336,"DMITRIEV, KIRILL ALEKSANDROVICH",RUSSIA-EO14024
34356,"KOZAK, TARAS ROMANOVYCH",RUSSIA-EO14024
34376,"PUCHKOV, ANDREY SERGEYEVICH",RUSSIA-EO14024
34377,"SOLOVIEV, YURIY ALEKSEYEVICH",RUSSIA-EO14024
34380,"ULYUTINA, GALINA OLEGOVNA",RUSSIA-EO14024
34396,"VALDEZ RUIZ, MIGUEL ANGEL",ILLICIT-DRUGS-EO14059
34416,"SHEVCHUK, STANISLAV",SDGT
34417,"ZHUCHKOVSKY, ALEXANDER",SDGT
34418,"THULIN, ANTON",SDGT
34436,"DIAB, ADEL",SDGT
34437,"DAOUN, ALI MOHAMAD",SDGT
34438,"'ALAMAH, JIHAD SALIM",SDGT
34456,"O, YONG HO",NPWMD
34457,"ALAR, ROMAN ANATOLYEVICH",NPWMD
34459,"SIVKOVICH, VLADIMIR LEONIDOVICH",RUSSIA-EO14024
34460,"OLIYNYK, VOLODYMYR MYKOLAYOVYCH",RUSSIA-EO14024
34461,"VOLOSHYN, OLEH",RUSSIA-EO14024
34476,"AYAD, ADNAN",SDGT
34477,"AYAD, JIHAD ADNAN",SDGT
34479,"DIAB, ALI ADEL",SDGT
34490,"SALAZAR FLORES, FREDDY ARNOLDO",ILLICIT-DRUGS-EO14059
34491,"SAMAYOA MONTEJO, ROGER ANTULIO",ILLICIT-DRUGS-EO14059
34496,"CHAVEZ TAMAYO, JESUS GERARDO",TCO
34576,"PATRUSHEV, ANDREY",RUSSIA-EO14024
34577,"BORTNIKOV, DENIS ALEKSANDROVICH",RUSSIA-EO14024
34596,"KIRIYENKO, VLADIMIR SERGEEVICH",RUSSIA-EO14024
34598,"IVANOV, SERGEI SERGEEVICH",RUSSIA-EO14024
34658,"FRADKOV, PETR MIKHAILOVICH",RUSSIA-EO14024
34663,"ZA, TAY",BURMA-EO14014
34666,"TAY ZA, HTOO HTET",BURMA-EO14014
34667,"TAY ZA, PYE PHYO",BURMA-EO14014
34683,"DERGUNOVA, OLGA KONSTANTINOVNA",RUSSIA-EO14024
34696,"KULIK, VADIM VALERIEVICH",RUSSIA-EO14024
34697,"LUKYANENKO, VALERII VASILYEVICH",RUSSIA-EO14024
34698,"PECHATNIKOV, ANATOLII YURYEVICH",RUSSIA-EO14024
34746,"KHRENIN, VIKTOR GENNADIEVICH",BELARUS-EO14038
34770,"RYMASHEUSKI, ALIAKSEI IVANAVICH",BELARUS-EO14038
34771,"VETSIANEVICH, ALIAKSANDR PIATROVICH",BELARUS-EO14038
34774,"SHATROU, ALIAKSANDR YAUHENAVICH",BELARUS-EO14038
34779,"PANTUS, DMITRY ALEKSANDROVICH",BELARUS-EO14038
34780,"RASSALAI, VIACHASLAU YEVGENYEVICH",BELARUS-EO14038
34781,"ZAITSAU, ALIAKSANDR MIKALAEVICH",BELARUS-EO14038
34796,"GREF, HERMAN OSKAROVICH",RUSSIA-EO14024
34797,"VEDYAKHIN, ALEXANDER ALEKSANDROVICH",RUSSIA-EO14024
34824,"KNYRIK, KONSTANTIN SERGEYEVICH",NPWMD] [CYBER2] [CAATSA - RUSSIA
34827,"FEDIN, YURIY SERGEYEVICH",NPWMD] [CYBER2
34836,"MAMAKOVA, AELITA LEONIDOVNA",NPWMD] [CYBER2] [ELECTION-EO13848
34843,"PROKOFYEV, YURIY ANATOLYEVICH",ELECTION-EO13848
34845,"DUGINA, DARYA ALEKSANDROVNA",UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848
34848,"KRASOVSKIY, MAKSIM BORISOVICH",NPWMD] [CYBER2] [CAATSA - RUSSIA
34896,"SKOROKHODOVA, NATALYA PETROVNA",ELECTION-EO13848
34916,"SUNIGA MORFIN, ISEL ANELI",ILLICIT-DRUGS-EO14059
34945,"KARPENKA, IHAR VASILYEVICH",BELARUS-EO14038
34946,"BALDOUSKAYA, ALENA ANATOLIEUNA",BELARUS-EO14038
34947,"DUK, DZYANIS ULADZIMIRAVICH",BELARUS-EO14038
34948,"KUNTSEVICH, ALENA KANSTANTSINAUNA",BELARUS-EO14038
34949,"TKACHOU, ALYAKSANDR HENADZIEVICH",BELARUS-EO14038
34950,"FEDASENKA, KATSYARYNA ALYAKSANDRAUNA",BELARUS-EO14038
34951,"YUZHYK, ALYAKSANDR ULADZIMIRAVICH",BELARUS-EO14038
34954,"SAADE, ALI",SDGT
34955,"TAHER, IBRAHIM",SDGT
34956,"STAVRIDIS, KONSTANTINOS",SDGT
34959,"SINGH, CHIRANJEEV KUMAR",SDGT
34976,"VOLFOVICH, ALEKSANDR GRIGORIEVICH",BELARUS-EO14038
34980,"KINAHAN, CHRISTOPHER VINCENT",TCO
34982,"KINAHAN, DANIEL JOSEPH",TCO
34985,"AHMED, ABDO ABDULLAH DAEL",SDGT
34991,"BURLINOVA, NATALYA VALERYEVNA",RUSSIA-EO14024
34993,"KINAHAN JUNIOR, CHRISTOPHER VINCENT",TCO
34994,"MCGOVERN, SEAN GERARD",TCO
34996,"DIXON, IAN THOMAS",TCO
35006,"CLANCY, BERNARD PATRICK",TCO
35010,"MORRISSEY, JOHN FRANCIS",TCO
35013,"DUBROVINSKIY, VIACHESLAV YURYEVICH",RUSSIA-EO14024
35015,"KRUGOVOV, ANTON ALEKSEEVICH",RUSSIA-EO14024
35017,"GRININ, YEVGENIY ALEKSANDROVICH",RUSSIA-EO14024
35023,"NIKOLAEVA, IRINA VIKTOROVNA",RUSSIA-EO14024
35025,"ZAKHAROV, ANDREY GEORGIYEVICH",RUSSIA-EO14024
35026,"YERSHOV, SERGEY ALEKSANDROVICH",RUSSIA-EO14024
35027,"PODGORNOVA, YEVGENIYA ALEKSANDROVNA",RUSSIA-EO14024
35040,"TOPCHI, TAMARA ALEKSANDROVNA",RUSSIA-EO14024
35058,"MBAGA, PETER CHARLES",SDGT
35059,"HOOMER, FARHAD",SDGT
35061,"BERNOVA, EVGENIYA VLADIMIROVNA",RUSSIA-EO14024
35064,"ABADIGGA, ABDELLA HUSSEIN",SDGT
35067,"MILLER, SIRAAJ",SDGT
35071,"TOKAREVA, MAIYA NIKOLAEVNA",RUSSIA-EO14024
35074,"TOKAREVA, GALINA ALEKSEYEVNA",RUSSIA-EO14024
35084,"TOKAREV, NIKOLAY PETROVICH",RUSSIA-EO14024
35096,"PUTIN, VLADIMIR VLADIMIROVICH",RUSSIA-EO14024
35116,"TATARCHENKO, DENIS SERGEYEVICH",NPWMD] [CYBER2] [CAATSA - RUSSIA
35117,"ZAMLELOVA, SVETLANA GEORGIYEVNA",ELECTION-EO13848
35118,"POGREBENKOV, VALERIY IVANOVICH",NPWMD] [CYBER2] [CAATSA - RUSSIA
35119,"SAENKO, SERGEI IVANOVICH",ELECTION-EO13848
35120,"BUBNOVA, IRINA SERGEYEVNA",ELECTION-EO13848
35121,"KRANS, MAKSIM IOSIFOVICH",NPWMD] [CYBER2] [CAATSA - RUSSIA
35122,"BESPALOV, ANTON SERGEYEVICH",ELECTION-EO13848
35123,"KIRILLOVA, ANASTASIYA SERGEYEVNA",NPWMD] [CYBER2] [CAATSA - RUSSIA
35124,"MAKSIMENKO, VLADIMIR ILICH",ELECTION-EO13848
35125,"KAMYSHANOVA, ALEKSANDRA ALEKSANDROVNA",NPWMD] [CYBER2] [CAATSA - RUSSIA
35126,"NEZHDANOVA, YEVGENIYA VITALYEVNA",NPWMD] [CYBER2] [CAATSA - RUSSIA
35128,"ILYASHENKO, ANDREY VITALYEVICH",NPWMD] [CYBER2] [CAATSA - RUSSIA
35129,"DOROKHOVA, NINA VIKTOROVNA",NPWMD] [CYBER2] [CAATSA - RUSSIA
35130,"GAFNER, DENIS YAKOVLEVICH",NPWMD] [CYBER2] [ELECTION-EO13848
35131,"CHUGULEVA, ALEYONA ANATOLYEVNA",NPWMD] [CYBER2] [ELECTION-EO13848
35132,"SINELIN, MIKHAIL ANATOLYEVICH",NPWMD] [CYBER2
35133,"KALABAYEVA, VALERIYA",NPWMD] [CYBER2] [ELECTION-EO13848
35134,"GLOTOV, YEVGENIY EDUARDOVICH",NPWMD] [CYBER2
35135,"ARESHEV, ANDREY GRIGORYEVICH",ELECTION-EO13848
35169,"PANKOV, NIKOLAY",RUSSIA-EO14024
35170,"IVANOV, TIMUR",RUSSIA-EO14024
35171,"EVKUROV, YUNUS-BEK",RUSSIA-EO14024
35172,"TSALIKOV, RUSLAN",RUSSIA-EO14024
35173,"SHOIGU, SERGEI KUZHUGETOVICH",RUSSIA-EO14024
35174,"SADOVENKO, YURIY",RUSSIA-EO14024
35175,"ZHIDKO, GENNADY",RUSSIA-EO14024
35176,"GERASIMOV, VALERY",RUSSIA-EO14024
35185,"BULGAKOV, DMITRY",RUSSIA-EO14024
35216,"NURGALIEV, RASHID GUMAROVICH",RUSSIA-EO14024
35217,"SOBYANIN, SERGEY SEMYONOVICH",RUSSIA-EO14024
35218,"SERYSHEV, ANATOLIY ANATOLIEVICH",RUSSIA-EO14024
35219,"AFONIN, YURIY VYACHESLAVOVICH",RUSSIA-EO14024
35220,"BULAVIN, VLADIMIR IVANOVICH",RUSSIA-EO14024
35221,"TRUTNEV, YURIY PETROVICH",RUSSIA-EO14024
35222,"BESSONOV, YEVGENIY IVANOVICH",RUSSIA-EO14024
35223,"KALASHNIKOV, LEONID IVANOVICH",RUSSIA-EO14024
35224,"YAKUSHEV, VLADIMIR VLADIMIROVICH",RUSSIA-EO14024
35225,"KASHIN, VLADIMIR IVANOVICH",RUSSIA-EO14024
35226,"BEGLOV, ALEKSANDR DMITRIEVICH",RUSSIA-EO14024
35228,"KOLOMEITSEV, NIKOLAY VASILIEVICH",RUSSIA-EO14024
35230,"KURINNIY, ALEKSEY VLADIMIROVICH",RUSSIA-EO14024
35232,"MELNIKOV, IVAN IVANOVICH",RUSSIA-EO14024
35233,"LAVROV, SERGEI VIKTOROVICH",RUSSIA-EO14024
35235,"NOVIKOV, DMITRIY GEORGIEVICH",RUSSIA-EO14024
35236,"OSADCHIY, NIKOLAY IVANOVICH",RUSSIA-EO14024
35237,"TAYSAEV, KAZBEK KUTSUKOVICH",RUSSIA-EO14024
35238,"ZYUGANOV, GENNADY ANDREYEVICH",RUSSIA-EO14024
35239,"CHAYKA, YURIY YAKOVLEVICH",RUSSIA-EO14024
35240,"CHUYCHENKO, KONSTANTIN ANATOLYEVICH",RUSSIA-EO14024
35241,"GUTSAN, ALEKSANDR VLADIMIROVICH",RUSSIA-EO14024
35242,"KOMAROV, IGOR ANATOLYEVICH",RUSSIA-EO14024
35243,"SILUANOV, ANTON GERMANOVICH",RUSSIA-EO14024
35256,"GLADKIKH, EVGENY VIKTOROVICH",CAATSA - RUSSIA
35257,"BOBKOV, SERGEI ALEKSEEVICH",CAATSA - RUSSIA
35258,"MALEVANYY, KONSTANTIN VASILYEVICH",CAATSA - RUSSIA
35263,"MASALOVICH, ANDREY IGOREVICH",RUSSIA-EO14024
35265,"VALENZUELA VALENZUELA, JUAN FRANCISCO",ILLICIT-DRUGS-EO14059
35272,"RIVAS CHAIRES, RAUL",ILLICIT-DRUGS-EO14059
35273,"ARAUJO PERALTA, HECTOR ALFONSO",ILLICIT-DRUGS-EO14059
35282,"MISHUSTIN, MIKHAIL VLADIMIROVICH",RUSSIA-EO14024
35283,"USMANOV, ALISHER BURHANOVICH",RUSSIA-EO14024
35296,"VAINO, ANTON EDUARDOVICH",RUSSIA-EO14024
35299,"GOETZ, ALAIN FRANCOIS VIVIANE",DRCONGO
35304,"IGNATOVA, YEKATERINA SERGEYEVNA",RUSSIA-EO14024
35306,"CHEMEZOV, STANISLAV SERGEYEVICH",RUSSIA-EO14024
35307,"CHEMEZOV, ALEXANDER SERGEEVICH",RUSSIA-EO14024
35309,"ROTENBERG, LILIYA ARKADIEVNA",RUSSIA-EO14024
35310,"CHEMEZOV, SERGEY SERGEEVICH",RUSSIA-EO14024
35312,"IGNATOVA, ANASTASIA",RUSSIA-EO14024
35313,"ROTENBERG, PAVEL ARKADYEVICH",RUSSIA-EO14024
35314,"ROTENBERG, BORIS BORISOVICH",RUSSIA-EO14024
35315,"SHUVALOV, IGOR IVANOVICH",RUSSIA-EO14024
35320,"PESKOV, DMITRIY SERGEEVICH",RUSSIA-EO14024
35321,"SHUVALOVA, OLGA VIKTOROVNA",RUSSIA-EO14024
35322,"SHUVALOV, EVGENY IGOREVICH",RUSSIA-EO14024
35323,"SHUVALOVA, MARIA IGOREVNA",RUSSIA-EO14024
35332,"SLYUSAR, YURY BORISOVICH",RUSSIA-EO14024
35389,"KHARITONOV, NIKOLAY MIKHAYLOVICH",RUSSIA-EO14024
35391,"SHARGUNOV, SERGEY ALEKSANDROVICH",RUSSIA-EO14024
35392,"KUMIN, VADIM VALENTINOVICH",RUSSIA-EO14024
35393,"SINELSHCHIKOV, YURY PETROVICH",RUSSIA-EO14024
35396,"GLAZKOVA, ANZHELIKA YEGOROVNA",RUSSIA-EO14024
35397,"YUSHCHENKO, ALEXANDER ANDREYEVICH",RUSSIA-EO14024
35398,"MARKHAYEV, VYACHESLAV MIKHAYLOVICH",RUSSIA-EO14024
35399,"BIFOV, ANATOLY ZHAMALOVICH",RUSSIA-EO14024
35400,"AREFYEV, NIKOLAY VASILYEVICH",RUSSIA-EO14024
35401,"KOMOTSKY, BORIS OLEGOVICH",RUSSIA-EO14024
35402,"FILATOVA, IRINA ANATOLYEVNA",RUSSIA-EO14024
35403,"LEVCHENKO, SERGEY GEORGIYEVICH",RUSSIA-EO14024
35404,"PROKOFYEV, ARTYOM VYACHESLAVOVICH",RUSSIA-EO14024
35405,"DROBOT, MARIA VLADIMIROVNA",RUSSIA-EO14024
35406,"BABICH, IVAN NIKOLAYEVICH",RUSSIA-EO14024
35408,"KORNIYENKO, ALEXEY VIKTOROVICH",RUSSIA-EO14024
35409,"GAVRILOV, SERGEY ANATOLYEVICH",RUSSIA-EO14024
35410,"IVANOV, NIKOLAY NIKOLAYEVICH",RUSSIA-EO14024
35411,"LYABIKHOV, ROMAN MIKHAYLOVICH",RUSSIA-EO14024
35412,"ISAKOV, VLADIMIR PAVLOVICH",RUSSIA-EO14024
35413,"SULEYMANOV, RENAT ISMAILOVICH",RUSSIA-EO14024
35414,"BLOTSKY, VLADIMIR NIKOLAYEVICH",RUSSIA-EO14024
35415,"PANTELEYEV, SERGEY MIKHAYLOVICH",RUSSIA-EO14024
35416,"KAMNEV, GEORGY PETROVICH",RUSSIA-EO14024
35417,"VASILYEV, NIKOLAY IVANOVICH",RUSSIA-EO14024
35418,"IVANYUZHENKOV, BORIS VIKTOROVICH",RUSSIA-EO14024
35419,"SOBOLEV, VIKTOR IVANOVICH",RUSSIA-EO14024
35420,"AVDEYEV, MIKHAIL YURYEVICH",RUSSIA-EO14024
35421,"OSTANINA, NINA ALEKSANDROVNA",RUSSIA-EO14024
35423,"YEZERSKY, NIKOLAY NIKOLAYEVICH",RUSSIA-EO14024
35424,"OBUKHOV, SERGEY PAVLOVICH",RUSSIA-EO14024
35425,"PARFYONOV, DENIS ANDREYEVICH",RUSSIA-EO14024
35426,"ALEKHIN, ANDREY ANATOLYEVICH",RUSSIA-EO14024
35427,"AMMOSOV, PETR REVOLDOVICH",RUSSIA-EO14024
35428,"KAZANKOV, SERGEY IVANOVICH",RUSSIA-EO14024
35429,"LEBEDEV, OLEG ALEKSANDROVICH",RUSSIA-EO14024
35430,"MATVEYEV, MIKHAIL NIKOLAYEVICH",RUSSIA-EO14024
35431,"PRUSAKOVA, MARIA NIKOLAYEVNA",RUSSIA-EO14024
35432,"SMOLIN, OLEG NIKOLAYEVICH",RUSSIA-EO14024
35433,"SHCHAPOV, MIKHAIL VIKTOROVICH",RUSSIA-EO14024
35434,"KARGINOV, SERGEY GENRIKHOVICH",RUSSIA-EO14024
35435,"NILOV, YAROSLAV YEVGENYEVICH",RUSSIA-EO14024
35436,"SIPYAGIN, VLADIMIR VLADIMIROVICH",RUSSIA-EO14024
35437,"VLASOV, VASILY MAKSIMOVICH",RUSSIA-EO14024
35438,"CHERNYSHOV, BORIS ALEKSANDROVICH",RUSSIA-EO14024
35439,"SVISHCHEV, DMITRY ALEKSANDROVICH",RUSSIA-EO14024
35440,"SELEZNYOV, VALERY SERGEYEVICH",RUSSIA-EO14024
35441,"PANESH, KAPLAN MUGDINOVICH",RUSSIA-EO14024
35442,"SVISTUNOV, ARKADY NIKOLAYEVICH",RUSSIA-EO14024
35443,"NAUMOV, STANISLAV ALEKSANDROVICH",RUSSIA-EO14024
35444,"KOSHELEV, VLADIMIR ALEKSEYEVICH",RUSSIA-EO14024
35445,"MUSATOV, IVAN MIKHAYLOVICH",RUSSIA-EO14024
35446,"MARKOV, YEVGENY VLADIMIROVICH",RUSSIA-EO14024
35447,"SUKHAREV, IVAN KONSTANTINOVICH",RUSSIA-EO14024
35448,"PAYKIN, BORIS ROMANOVICH",RUSSIA-EO14024
35449,"NAPSO, YURI AISOVICH",RUSSIA-EO14024
35450,"DIDENKO, ALEXEY NIKOLAYEVICH",RUSSIA-EO14024
35451,"ZHURAVLYEV, ALEXEY ALEKSANDROVICH",RUSSIA-EO14024
35452,"LEONOV, SERGEY DMITRIYEVICH",RUSSIA-EO14024
35453,"SEMIGIN, GENNADY YURYEVICH",RUSSIA-EO14024
35454,"TERENTYEV, ALEXANDER VASILYEVICH",RUSSIA-EO14024
35455,"TUMUSOV, FEDOT SEMONOVICH",RUSSIA-EO14024
35456,"KANOKOV, TIMUR BORISOVICH",RUSSIA-EO14024
35457,"ANANSKIKH, IGOR ALEKSANDROVICH",RUSSIA-EO14024
35458,"BELOUSOV, VADIM VLADIMIROVICH",RUSSIA-EO14024
35459,"GUSEV, DMITRY GENNADYEVICH",RUSSIA-EO14024
35460,"REMEZKOV, ALEXANDER ALEKSANDROVICH",RUSSIA-EO14024
35461,"KUZNETSOV, ANDREY ANATOLYEVICH",RUSSIA-EO14024
35462,"KABYSHEV, SERGEY VLADIMIROVICH",RUSSIA-EO14024
35463,"DELYAGIN, MIKHAIL GENNADYEVICH",RUSSIA-EO14024
35464,"NILOV, OLEG ANATOLYEVICH",RUSSIA-EO14024
35465,"BURLYAYEV, NIKOLAY PETROVICH",RUSSIA-EO14024
35466,"AKSAKOV, ANATOLY GENNADYEVICH",RUSSIA-EO14024
35467,"AKSENENKO, ALEXANDER SERGEYEVICH",RUSSIA-EO14024
35468,"WASSERMAN, ANATOLY ALEKSANDROVICH",RUSSIA-EO14024
35469,"GARTUNG, VALERY KARLOVICH",RUSSIA-EO14024
35470,"GRIGORYEV, YURI INNOKENTYEVICH",RUSSIA-EO14024
35471,"KUZNETSOV, DMITRY VADIMOVICH",RUSSIA-EO14024
35472,"LANTRATOVA, YANA VALERYEVNA",RUSSIA-EO14024
35473,"LISITSYN, ANATOLY IVANOVICH",RUSSIA-EO14024
35474,"KHOVANSKAYA, GALINA PETROVNA",RUSSIA-EO14024
